"","population_ysw.Group.1","population_ysw.Group.2","population_ysw.x","budget_ysw.x","inmate_expenditure_ysw.x","expenditure_ysw.x","deaths_ysw.x","escapes_ysw.x","movement_ysw.x","recidivism_ysw.x","as.numeric.voc_df.x.","rehabilitation_ysw.x","edu_facility_ysw.x"
"156",2004,"Karnataka",0.473628691983122,0.3755639939665,0.262838407067906,0.615704306469869,0.188679245283019,0,0.48433825324339,0,0.245839636913767,1,0.265858873841768
"157",2005,"Karnataka",0.654272151898734,0.489918916604641,0,0.628264130253774,0.339622641509434,0.166666666666667,0.564590936966009,0.25,0.251134644478064,0.21084864391951,0.359942979330007
"158",2006,"Karnataka",0.779008438818565,0.450109999407189,0.241361891024783,0,0.509433962264151,0.222222222222222,0.671505206689808,0.75,0.309379727685325,0.548556430446194,0.51176051318603
"159",2007,"Karnataka",0.871835443037975,0.603681028066316,0.488538461112497,0.545844250105451,0.39622641509434,1,0.109152937954357,1,1,0.287839020122485,0.780470420527441
"160",2008,"Karnataka",1,0.478117034099816,0.606238107520952,0.591170886648312,0.943396226415094,0.166666666666667,0.114874640532994,0.75,0.210287443267776,0.0647419072615923,0.884533143264433
"161",2009,"Karnataka",0.921677215189873,0.49562966427127,0.681092269276931,0.577799090067977,1,0.472222222222222,0,0.75,0.273071104387292,0.0822397200349956,0.735566642908054
"162",2010,"Karnataka",0.828850210970464,1,1,1,0.660377358490566,0.638888888888889,0.0438981405955096,1,0.107413010590015,0.110236220472441,1
"163",2001,"Kerala",0.0937188434695912,0.0119826799779003,0,0.254960872828748,0.238095238095238,0.5625,0,0.366917293233083,0.955658134004756,0.236784140969163,0.204545454545455
"164",2002,"Kerala",0,0,0.168809067021431,0.257417157752286,0.619047619047619,0.4375,0.00921139101861993,0.18796992481203,1,0.312775330396476,0.175454545454545
"165",2003,"Kerala",0.636091724825523,0.29650901334978,0.183414720263304,0.4550475538567,0,0.3125,0.0208488499452355,0.35187969924812,0.870401454748916,0.992290748898678,0.162727272727273
"166",2004,"Kerala",1,0.328098780660165,0.293487290792091,0,1,0.3125,0.0257557502738226,0.392481203007519,0.862428311651979,1,0.180909090909091
"167",2005,"Kerala",0.834995014955135,0.357213891993987,0.29911890276916,0.610244763875657,0.571428571428571,0.25,0.0259912376779847,0.347368421052632,0.863687228983075,0,0
"168",2006,"Kerala",0.656031904287139,0.421467576353287,0.425031361883939,0.147101802819882,0.571428571428571,0.5625,0.238641840087623,0.842105263157895,0.0185340607077913,0.363436123348018,0.0672727272727273
"169",2007,"Kerala",0.774675972083749,0.398234591219211,0.30320414167667,0.206796090984443,0.666666666666667,0.625,0.246801752464403,1,0.0248286473632676,0.269823788546255,0.140909090909091
"170",2008,"Kerala",0.769690927218345,0.541877706253453,0.431922754197055,0.681480834619492,0.523809523809524,1,0.248148959474261,0.733834586466165,0.0737865435725276,0.269823788546255,0.790909090909091
"171",2009,"Kerala",0.888833499501495,0.696771126443871,0.728977288227005,1,0.714285714285714,0,1,0.41203007518797,0,0.319383259911894,0.790909090909091
"172",2010,"Kerala",0.74975074775673,1,1,0.997275945980237,0.952380952380952,0.25,0.97592004381161,0,0.002447894810463,0.357929515418502,1
"173",2001,"Lakshadweep",0.0227272727272727,0.05,0,0,0,0,0,0,0,0,0
"174",2002,"Lakshadweep",0.363636363636364,0.05,0.135929577464789,0.135929577464789,0,0,0,0,0,0,0
"175",2003,"Lakshadweep",0.0909090909090909,0.05,0.0277253521126761,0.0277253521126761,0,0,0.0857142857142857,0,0,0,0
"176",2004,"Lakshadweep",0,0.1,0,0.704225352112676,0,0,0,0,0,0,0
